Participant_ID,Age,Gender,Device_Type,Experience_Level,Task_Success,Completion_Time_s,SUS_Q1,SUS_Q2,SUS_Q3,SUS_Q4,SUS_Q5,SUS_Q6,SUS_Q7,SUS_Q8,SUS_Q9,SUS_Q10,UEQ_Attractiveness,UEQ_Efficiency,UEQ_Perspicuity,NASA_TLX_Mental,NASA_TLX_Temporal,NASA_TLX_Frustration,Trust_Score,Ease_of_Use,Willingness_to_Reuse,Attention_Check_Passed
P0102,75.0,M,Android,Intermediate,1.0,23.56989303492143,5.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,6.0,6.0,6.0,7.345928142376489,6.692387009185309,-1.4988021470764323,6.438557197630724,6.362482223319948,5.569721319150704,1.0
P0103,32.0,F,iOS,Intermediate,1.0,26.518273120402068,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,14.939787757044016,21.0,1.5407838287242948,7.108921027527359,6.997439877035546,5.628993861248773,0.0
P0104,47.0,M,Android,Intermediate,1.0,243.47549351660697,5.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,6.0,5.432676480967372,9.64887293954224,-2.5036081693356973,6.886334543833893,6.168224167039859,5.485444230048981,1.0
P0105,44.0,M,iOS,Intermediate,1.0,83.37252540983873,5.0,5.0,3.0,3.0,,3.0,5.0,1.0,,5.0,6.0,6.0,6.0,13.263872779226023,21.0,-2.3573370810419436,6.418294232430533,7.1072902134456815,3.010758033808902,1.0
P0106,43.0,M,iOS,Intermediate,1.0,111.94434960366445,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,13.379242281455033,6.206937259032922,-2.3282231433836618,5.9644951885755955,7.639871279203282,5.154775614246359,1.0
P0107,20.0,F,Android,Intermediate,1.0,0.0,3.0,4.0,,5.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,3.0,4.0,19.436372361404548,4.988342265142923,-2.1356449798562704,5.813250508092673,4.761492900763938,3.6660008991306894,1.0
P0108,23.0,F,iOS,Beginner,1.0,65.24488790325263,5.0,3.0,5.0,,4.0,4.0,4.0,4.0,5.0,2.0,5.0,6.0,6.0,13.046199158616217,17.736021017993988,-3.121445391207267,7.252855777387385,6.8598685029900315,5.113389459663586,0.0
P0109,45.0,F,iOS,Advanced,0.0,80.18522013561049,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,6.0,7.0,6.0,19.322824742914054,4.431009937301806,18.31107087563072,4.464608468382428,4.39862329380192,5.490078460151952,1.0
P0110,30.0,F,Android,Intermediate,1.0,90.26508572188673,5.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.668607798351832,11.683879874980498,-4.119904890009953,5.614854188704405,7.252249252122562,5.136485039030111,1.0
P0111,43.0,F,Android,Intermediate,1.0,13.389482637803809,5.0,4.0,5.0,1.0,3.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,14.898526224109956,21.0,1.8631378187650336,7.1300789863913305,7.3053927139895345,,1.0
P0112,36.0,F,Android,Advanced,1.0,3.353654605818312,3.0,5.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,5.0,6.0,7.949334137297514,11.637640395018247,-1.075119098082466,6.523816919496893,6.342822576009369,5.107921364872844,1.0
P0113,40.0,F,Android,Intermediate,1.0,59.22882200719119,5.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,6.0,6.0,6.0,19.798010890825214,8.296988154268641,8.70008156791324,6.592722102355397,6.775692171028497,3.8416923796503792,1.0
P0114,26.0,F,Android,Intermediate,1.0,57.1737203195204,4.0,3.0,5.0,,2.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,6.0,21.0,6.799575230859328,1.2116360590047979,6.75457799162929,6.891585787667087,3.5663769782587464,1.0
P0115,45.0,F,Android,Beginner,1.0,17.553172293400646,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,7.0,3.0,4.0,7.803366433138105,11.80420352606935,-4.721449778209952,6.176538710525455,5.162010459065064,4.157158261785368,1.0
P0116,18.0,M,Android,Intermediate,1.0,15.893183933815482,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,7.0,5.646637397160028,12.798704994502318,0.7621744729758229,6.9122410310557605,6.596020747609458,6.28321421818852,1.0
P0117,44.0,M,iOS,Advanced,1.0,47.28432936734374,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,6.0,12.004388925676068,14.348735132598396,6.794286081465376,4.498343039736857,4.904380480281194,6.011689750600492,1.0
P0118,39.0,M,Desktop,Advanced,1.0,65.8385577388004,4.0,4.0,1.0,4.0,4.0,,4.0,5.0,4.0,3.0,5.0,4.0,6.0,,7.488975373688716,-3.7666458650041967,6.508844350703647,6.48423792714976,3.6422850455250106,1.0
P0119,40.0,F,iOS,Intermediate,1.0,101.42778253160432,5.0,5.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,4.813875800616254,20.01501256601982,9.84230756380082,7.7165519761324814,6.052166488888739,3.175694137794064,1.0
P0120,23.0,F,Android,Beginner,1.0,116.67428609011286,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,15.618772333491043,6.936759469718982,-3.392897412472638,7.189672788770854,6.918645837738636,4.038120248967086,1.0
P0121,25.0,F,Desktop,Intermediate,1.0,71.85503694661537,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,3.0,7.275086452566059,4.053128457044328,-3.740069914133697,7.3614194966864535,6.692068891430778,5.688690936636979,1.0
P0122,29.0,M,iOS,Intermediate,1.0,19.355635681106225,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,6.0,6.0,12.602568781447179,21.0,16.0,6.674311140866457,7.149021901180996,5.632709768306217,1.0
P0123,55.0,F,Android,Beginner,1.0,51.23351687744993,4.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0,6.0,6.032565112220125,10.352629829209802,-0.23696517328638667,6.48862328898095,6.723001543052332,3.01699758321332,1.0
P0124,38.0,F,,Beginner,1.0,16.755172520914744,5.0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,7.0,7.0,6.0,19.509402238188656,11.818491774936296,-3.3125381817602193,6.449574498491751,7.493610650078584,3.7879747770069,1.0
P0125,44.0,F,Android,Beginner,1.0,72.4136788798539,3.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,20.16311901741579,11.186825623542205,2.780261973920604,5.996210585315114,6.789622840592041,6.593621136412911,1.0
P0126,52.0,M,Android,Intermediate,1.0,159.3185069147196,4.0,4.0,5.0,1.0,,5.0,2.0,,4.0,4.0,6.0,5.0,4.0,17.571120404461272,16.727443511902624,3.8302735244437205,7.522545470821099,6.136385022211911,5.694815016488254,0.0
P0127,27.0,F,Android,Intermediate,0.0,19.283205069562616,1.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,5.0,,4.0,4.0,6.0,9.81587080802876,3.1742049959749017,4.541040965341033,5.010892857205068,5.297267335373671,6.008940292382036,1.0
P0128,33.0,M,Android,Intermediate,1.0,152.0457424104635,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,7.0,7.0,4.0,8.532523861212493,14.468930899197966,-4.279539412197264,7.07732598524211,7.148414600439331,5.533141972087374,1.0
P0129,28.0,M,iOS,Beginner,1.0,113.40277730463738,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,6.0,8.521594814958993,6.693688835249989,-4.965300817270226,6.960610108911258,7.4625582475818675,4.883042412438285,1.0
P0130,36.0,M,Android,Intermediate,,15.14912017894625,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,7.0,7.0,4.0,7.330201735286754,5.443855753110183,2.0198823177893113,6.405580116967714,6.773519127458976,5.126008421735859,1.0
P0131,36.0,F,iOS,Intermediate,1.0,87.83611637813148,4.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,7.0,4.0,4.0,7.259693830882307,10.587518170453041,-4.130238205857652,7.03338874439313,7.207461901031389,3.1782856636457177,1.0
P0132,39.0,F,iOS,Intermediate,1.0,11.749227577973208,4.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,6.0,4.0,4.792342198217124,6.165621744481797,6.916571704683518,7.3118032564231985,6.15676516601711,3.8466828481348294,1.0
P0133,18.0,F,iOS,Intermediate,0.0,13.700517287886614,5.0,3.0,,3.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,3.0,7.0,21.0,11.793129931217564,2.9666148244601342,4.675125374371801,5.470433220017141,6.113177707553565,1.0
P0134,,F,Desktop,Intermediate,1.0,91.90702406993215,5.0,5.0,2.0,5.0,5.0,3.0,5.0,,1.0,5.0,6.0,7.0,6.0,6.1712383324884215,11.241862848185159,2.880317007581975,6.417566606449908,6.821765130951517,3.31380712174297,1.0
P0135,31.0,M,Desktop,Advanced,1.0,31.649541263581856,3.0,2.0,4.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0,5.0,6.0,5.0,21.0,10.988760819036266,-2.083376098394935,6.805098825455987,5.557474040883258,5.327904986123437,1.0
P0136,18.0,M,Android,Beginner,0.0,107.63086066041019,2.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,6.0,7.0,6.0,15.593889868718716,9.077606273197517,7.634300104059017,4.466088160239607,4.811041648642733,4.3146012389407,1.0
P0137,23.0,M,iOS,Intermediate,1.0,137.10297868579897,2.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,14.587041946171912,8.188885283939612,1.4335904589314428,4.301306033896525,7.190183044443264,4.116383253904676,1.0
P0138,31.0,F,Desktop,Advanced,1.0,104.60077517378856,4.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,8.372931230524829,14.249265202662766,-2.4843828292235717,6.958749780669515,6.9366822225530465,5.712510668472369,1.0
P0139,42.0,F,Android,Beginner,1.0,44.31873243628596,5.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,6.0,7.0,6.0,21.0,7.225149269341627,5.930348100165235,4.785355705461418,7.189721135744563,6.281654759222517,1.0
P0140,40.0,M,Desktop,Intermediate,1.0,144.7799934695213,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,6.0,21.0,17.340355433974693,5.788733629697532,5.773148798403412,7.0946218327055295,5.817792571654101,1.0
P0141,39.0,F,iOS,Advanced,1.0,41.63578079379213,5.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,6.0,6.0,12.117439307417554,10.089196614782272,-3.271674154841821,3.7974964426718243,6.996893775340972,5.338589135025817,1.0
P0142,47.0,F,iOS,Advanced,1.0,64.2906620548354,4.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,11.131432759423342,12.705356046338819,-0.2827518098495583,7.701623513596652,6.95937140572036,5.058144336871907,1.0
P0143,18.0,M,Android,Beginner,1.0,19.464381625383137,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,6.0,,21.0,10.602424204567324,7.362824145836836,6.280270822619978,3.4451040331451686,1.0
P0144,35.0,F,iOS,Advanced,1.0,252.29209415681262,4.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,6.0,13.663096829010122,8.133519612632785,-2.1312791252851726,5.267739234719549,6.281179033594858,3.4407512834018714,1.0
P0145,20.0,M,iOS,Advanced,1.0,99.12912052368186,5.0,4.0,4.0,2.0,4.0,3.0,,4.0,5.0,4.0,6.0,4.0,7.0,17.590363698183793,6.282577460930567,0.6682985662296526,6.3299192347062325,6.450827160595983,3.684196272545337,1.0
P0146,49.0,F,Desktop,Advanced,1.0,34.242624065601404,5.0,3.0,,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,6.0,5.546725593198617,6.2170385403270645,-3.501367761368647,7.034526343866913,4.054604661562393,4.9113782570041,1.0
P0147,51.0,F,iOS,Advanced,1.0,50.183973017955346,,5.0,3.0,5.0,2.0,,5.0,5.0,3.0,4.0,6.0,6.0,6.0,4.830294513359548,8.520657806864545,-3.0129691984949387,5.401961495009342,7.248801264948165,4.549711363163326,1.0
P0148,45.0,M,iOS,,0.0,26.804137933146396,,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,6.0,4.0,21.0,7.441097440150428,5.591843004719937,5.400941917245159,5.12847010164252,4.801373170318247,1.0
P0149,33.0,M,iOS,,1.0,117.92910363599519,5.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,6.0,5.0,3.0,13.479658089655347,13.761119367570329,-2.6594060576890777,6.258650645790386,6.853664278398831,3.8183342290795856,1.0
P0150,42.0,F,,,1.0,29.913375679304643,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,6.0,4.0,5.174036064867257,,1.1185742633634437,7.653852575362023,6.2845126599361665,5.167932972042504,1.0
P0151,25.0,F,iOS,Advanced,1.0,23.326800787121044,5.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,6.0,21.0,5.422354500258207,-1.8631118525637866,5.373890883127932,6.562036091474649,3.8623983655457383,1.0
P0152,35.0,M,Android,Intermediate,1.0,60.88164890807946,4.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,10.617778833824396,7.759120653079828,-4.768527934815464,5.831239202246479,7.516098716654442,5.358730585471026,1.0
P0153,36.0,M,Android,Beginner,0.0,80.36222565315354,5.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,7.0,5.79165001879343,7.878185015094263,2.5370899065890633,4.808473130618492,4.6211585446885435,3.878094336872353,1.0
P0154,38.0,F,iOS,Advanced,1.0,210.74805757418693,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,6.0,6.0,6.0,12.089726581093336,17.37315324495555,-2.564525579983449,7.4153296720774415,6.48138799917173,5.211123038357888,1.0
,41.0,F,Android,Beginner,0.0,61.656246068231475,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,6.0,6.0,6.956883191328019,18.221069510436216,1.2033402393274415,4.980408323336974,5.966647440523827,4.598740458186926,1.0
P0156,21.0,M,Android,Advanced,1.0,28.98278550601368,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,18.65924947821228,14.42886045986534,1.7201862253410392,6.187984461578571,6.927900469003062,4.3358192356569365,1.0
P0157,31.0,F,iOS,Intermediate,1.0,22.307344801238088,5.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,6.0,4.0,6.0,21.0,9.315326676086709,-2.40209528690194,7.441675696171764,5.471144435709556,5.676790742427478,1.0
P0158,35.0,M,Android,Intermediate,1.0,31.02156309766822,5.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,6.0,6.0,10.994298527730782,20.16495033996995,0.24713834857719164,7.146906138162366,6.555030059810976,4.084504581216011,1.0
P0159,34.0,M,Android,Intermediate,1.0,177.39049324312933,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,7.0,7.0,5.0,16.79117608397671,3.6430509236325923,-4.432714349636043,5.6321650634632645,7.061178970035939,5.478225169647876,1.0
P0160,38.0,M,Android,Beginner,0.0,78.14771443755859,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,18.562654540286804,4.556280021947421,15.28992794296638,4.328669014293165,4.322077645968845,4.07950329002276,1.0
P0161,37.0,M,iOS,Intermediate,1.0,45.34001598200261,2.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,7.0,21.0,21.0,2.0287362591152736,7.0646826740194575,7.432511610653392,2.3875378355395704,1.0
P0162,23.0,F,iOS,Beginner,,23.18170085726513,5.0,3.0,4.0,,2.0,4.0,2.0,5.0,4.0,3.0,6.0,5.0,5.0,21.0,13.6405306819933,-4.206888712288397,6.893706647163022,6.636212476957406,4.682150334439952,1.0
P0163,43.0,F,iOS,,1.0,21.023461176701336,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,3.82910196493474,12.777454197357835,-1.967840221144023,7.732197427336496,6.165736551331417,6.3295766182687165,1.0
P0164,28.0,F,Android,Advanced,1.0,92.12563876529991,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,5.0,11.394917145792611,17.832127519624365,-4.374731595118951,4.654574400587563,7.413110909100018,4.404274208552869,1.0
P0165,45.0,M,Android,Advanced,1.0,41.93543021695673,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,7.0,5.0,11.515434153417294,12.646798660803457,-2.653856534071079,6.8299212858186795,4.882405583413263,5.397872075616958,1.0
P0166,41.0,F,iOS,Advanced,1.0,44.25612872343063,4.0,5.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,6.0,6.0,6.0,10.681297678763078,8.219983750743102,-1.84200420131181,4.654412347974299,6.58733878572185,6.128517147005815,1.0
,49.0,F,Android,Advanced,1.0,53.69085597586685,5.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,,10.582083519515493,-4.7560586009322305,6.4477015256176635,6.057466424035325,3.8548396815312893,1.0
P0168,46.0,M,Desktop,Intermediate,1.0,113.92754642662689,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,7.0,7.0,21.0,10.788704988060374,2.131154088144674,5.846535747816504,4.96906283017381,5.144452501362071,1.0
P0169,25.0,M,iOS,Intermediate,1.0,66.91430774708235,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,7.0,21.0,20.177355310688963,4.349832622751659,7.205909697267147,5.195603389378208,4.28179020380286,1.0
P0170,18.0,F,Android,Advanced,1.0,0.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,7.0,6.714440301599406,10.529075868229038,-3.00871621978889,6.354439019270117,6.071010997355575,4.8045045873871075,1.0
P0171,37.0,F,Android,Intermediate,1.0,26.493055368675456,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,21.0,13.610285727084651,-3.9557644583568923,7.682392511142067,5.725379498893429,6.056444070967565,1.0
P0172,26.0,F,iOS,Intermediate,1.0,182.29661687125284,2.0,5.0,4.0,2.0,3.0,5.0,1.0,5.0,3.0,4.0,7.0,6.0,6.0,6.743924011953697,9.044176868347963,-4.59913630986596,4.533013201128692,7.084382582248563,2.8114612582580034,0.0
P0173,40.0,F,iOS,Intermediate,1.0,103.57800982029907,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,6.0,6.0,7.106788703777517,8.758516372494448,9.024488607649243,7.3054075805862695,7.244853197521816,5.15117549447828,0.0
P0174,24.0,M,Android,Intermediate,1.0,21.412867537141878,5.0,5.0,3.0,1.0,4.0,,4.0,4.0,2.0,3.0,4.0,4.0,5.0,21.0,18.58307265079563,-4.388792717683936,4.934301635296928,6.637805070339848,,1.0
P0175,42.0,F,iOS,Advanced,1.0,112.34591358292535,4.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,6.0,6.0,5.0,15.535463287292522,7.920282622112368,-3.0242732352338964,7.386583090074895,6.670408051779006,4.105629983975561,0.0
P0176,31.0,F,Android,Beginner,1.0,154.8738665645259,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,5.0,11.244730229438588,5.14450425346913,6.40081092746842,7.173089499584659,7.333266029528021,5.515985894271193,1.0
P0177,32.0,F,iOS,Beginner,1.0,87.54753122807703,5.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,6.0,6.0,7.0,10.15996196014156,14.957668831038069,4.907207782669676,6.586594049357854,6.204130266320783,4.7424854000060215,1.0
P0178,33.0,F,iOS,Beginner,0.0,103.16357106192284,4.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,3.3055628963077033,8.656976512459758,2.289079460746914,5.182848766503412,3.889337040956856,3.5730485604362485,1.0
P0179,20.0,F,iOS,Intermediate,1.0,104.17116339910127,4.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,5.0,4.0,6.0,6.0,5.0,14.325790226363507,21.0,-1.0540059353127784,6.165889573737311,6.869182636675827,5.8478313221396965,0.0
P0180,31.0,F,iOS,Intermediate,1.0,26.2365698632938,4.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,6.0,12.230972655755524,4.593147015904389,,5.030063958507638,6.044509456870913,4.257176595851395,1.0
P0181,40.0,M,Android,Intermediate,1.0,152.68484067935896,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,6.0,19.87397855481949,13.450022151668888,-2.210508058390617,6.318170417619081,7.236521448169087,6.129366952420496,1.0
P0182,29.0,Prefer not to say,iOS,Beginner,1.0,63.17283640037044,2.0,3.0,,5.0,3.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,20.403540573580948,4.056663728450081,5.523428892287232,7.282577347371818,5.304944615860467,3.487563312265207,1.0
P0183,19.0,M,iOS,Intermediate,1.0,47.245926687199976,4.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,6.0,7.0,5.0,15.155198160553942,7.186521560800155,0.9887355330014191,6.658942260289415,7.46188604568354,4.190124918632611,1.0
P0184,23.0,F,Android,Intermediate,0.0,115.1174184554962,4.0,5.0,4.0,,5.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,7.65011772558575,11.656879792868368,17.113694252198645,4.621598802687704,5.500054636166188,5.60561952978704,1.0
P0185,25.0,F,Android,Advanced,1.0,24.558553373176466,3.0,2.0,2.0,4.0,,4.0,4.0,4.0,2.0,4.0,6.0,4.0,5.0,4.2878859570093395,21.0,4.434124099849166,7.329011777993044,6.681751569286246,4.058357738891985,1.0
P0186,32.0,M,iOS,Advanced,1.0,118.74548797661275,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,7.0,5.797206230944015,7.123868657548398,1.1489332807145622,7.81250259206211,4.731330319738919,4.720932510691986,1.0
P0187,29.0,M,iOS,Intermediate,1.0,77.92288623786264,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,7.0,4.0,5.0,10.992980038598649,5.606936082886025,-3.3148650281949066,,4.025166991221317,3.5595092019797447,1.0
P0188,46.0,M,iOS,Intermediate,1.0,230.03282088351102,4.0,1.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,6.0,7.0,6.0,7.125326569029793,7.511854661806544,0.14049041336665535,7.609161377155434,6.495729723085158,5.455270081835531,1.0
P0189,39.0,M,Android,Beginner,0.0,115.294402007751,5.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,17.764975822841137,11.841787108353435,6.232567704772096,5.313973535390433,4.469531003286126,6.228947391385644,1.0
P0190,45.0,Other,Android,Intermediate,0.0,50.8156594904793,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,6.0,6.0,5.0,8.780780516820336,10.413986499910747,8.848408796010164,3.491680514183823,5.724312965579344,,1.0
P0191,39.0,F,Android,Intermediate,1.0,118.14944589287254,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,6.0,6.0,4.0,10.627261400136158,7.776567313418204,-3.98144683295879,6.77438853954019,6.119906300547595,2.4037977595136857,0.0
P0192,24.0,F,Android,Intermediate,1.0,69.09621267410944,1.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,,21.0,13.061295185891737,-4.964445890190936,7.3597049968464345,,,1.0
P0193,38.0,F,iOS,Intermediate,0.0,93.82493465925663,4.0,4.0,5.0,4.0,,3.0,5.0,3.0,3.0,4.0,5.0,7.0,6.0,10.086781130301418,21.0,2.8538648532190014,3.6171930365485805,4.812573258933489,5.000934016421596,1.0
P0194,29.0,F,Desktop,Intermediate,1.0,14.982710751666579,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,12.398792527104499,5.127705747768919,2.365574872849283,7.456544139074364,6.296152172059296,5.561715436564643,1.0
P0195,48.0,F,Android,Advanced,1.0,71.82072795281981,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,7.0,9.364838991109707,7.848391291440428,-4.997603330499895,5.8021537902321505,6.208339504652949,5.721440045533308,1.0
P0196,50.0,F,Android,Intermediate,1.0,16.967796617541037,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,15.121885549126478,8.46407657771706,10.166424898335517,6.579208660446261,6.192260632678442,4.433868016138794,1.0
P0197,42.0,M,Desktop,Intermediate,1.0,71.7769019947539,3.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,6.0,3.0,11.58790943568421,15.284530312775853,-1.4910608655261863,6.044122358047827,4.947846232438154,5.094362095493768,1.0
P0198,24.0,F,Desktop,Beginner,1.0,258.19890427124096,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,7.0,3.0,5.0,8.707771081680031,21.0,-4.665134737916455,6.984293122402928,7.042387256077708,4.2108521436708255,1.0
P0199,25.0,F,Android,Intermediate,1.0,34.29814717807467,1.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,6.0,7.0,4.0,7.477362410895727,5.466917152521028,1.3449232416031993,6.69647610600618,5.483561172310031,3.967092780332885,1.0
P0200,57.0,M,Android,Intermediate,1.0,37.2583219609448,5.0,5.0,3.0,,3.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,11.641367246661922,12.135169257289109,5.119513519074594,5.506562245106085,6.143359087295764,6.280001977928876,1.0
P0201,29.0,F,Android,Intermediate,0.0,23.325888686865014,5.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,6.0,4.0,3.835748786094611,3.060066314343435,,5.084150272228768,4.962530905189029,5.906707713237114,1.0
P0202,34.0,M,iOS,Intermediate,1.0,123.65157760465117,2.0,2.0,5.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,6.0,6.0,5.0,21.0,16.12721721349337,-3.8998567983374146,4.683670428447036,6.712762154547925,5.602349920230688,1.0
P0203,35.0,F,iOS,,1.0,91.95780858200226,4.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,7.0,6.0,9.136124617632113,10.198407620431222,-4.640638485726086,7.066187569177327,7.284417056175008,5.89863810531093,1.0
P0204,49.0,F,iOS,Intermediate,1.0,79.54053783077143,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,6.0,4.0,6.0,21.0,5.881960608999466,4.9385068922053925,6.287150643807992,5.29865856945473,5.257126161287587,1.0
